prompt_id,model_name,s_bert_pred,m_bert_pred
255,kimi_k2,1,1
296,kimi_k2,1,1
328,kimi_k2,1,1
476,kimi_k2,1,1
513,kimi_k2,1,1
688,kimi_k2,1,1
763,kimi_k2,1,1
972,kimi_k2,1,1
1042,kimi_k2,1,0
1479,kimi_k2,1,1
1633,kimi_k2,1,1
1658,kimi_k2,1,1
1721,kimi_k2,1,1
1814,kimi_k2,1,1
2003,kimi_k2,1,1
2020,kimi_k2,1,1
2178,kimi_k2,1,1
2368,kimi_k2,1,0
2740,kimi_k2,1,1
2860,kimi_k2,1,1
2891,kimi_k2,1,1
2956,kimi_k2,1,1
3054,kimi_k2,1,1
3157,kimi_k2,1,1
3321,kimi_k2,1,1
3433,kimi_k2,1,1
3557,kimi_k2,1,1
3597,kimi_k2,1,1
3864,kimi_k2,1,1
3930,kimi_k2,1,1
3935,kimi_k2,1,1
8439,kimi_k2,1,1
8485,kimi_k2,1,1
8674,kimi_k2,1,1
8778,kimi_k2,1,1
8817,kimi_k2,1,1
8932,kimi_k2,1,1
8951,kimi_k2,1,1
9066,kimi_k2,1,1
9085,kimi_k2,1,1
9091,kimi_k2,1,1
9357,kimi_k2,1,1
9558,kimi_k2,1,1
9569,kimi_k2,1,1
9708,kimi_k2,1,1
9822,kimi_k2,1,1
9918,kimi_k2,1,1
9938,kimi_k2,1,1
10008,kimi_k2,1,1
10086,kimi_k2,1,1
10120,kimi_k2,1,1
10363,kimi_k2,1,1
10642,kimi_k2,1,1
10787,kimi_k2,1,1
11278,kimi_k2,1,1
11328,kimi_k2,1,1
11422,kimi_k2,1,1
11529,kimi_k2,1,1
11584,kimi_k2,1,1
11861,kimi_k2,1,1
11880,kimi_k2,1,1
11885,kimi_k2,1,1
11945,kimi_k2,1,1
12130,kimi_k2,1,1
12134,kimi_k2,1,1
12368,kimi_k2,1,1
12505,kimi_k2,1,1
12621,kimi_k2,1,1
12631,kimi_k2,1,1
12739,kimi_k2,1,1
12789,kimi_k2,1,1
12915,kimi_k2,1,1
13144,kimi_k2,1,1
13216,kimi_k2,1,1
13219,kimi_k2,1,1
13356,kimi_k2,1,1
13403,kimi_k2,1,1
13683,kimi_k2,1,1
13927,kimi_k2,1,1
13953,kimi_k2,1,1
13968,kimi_k2,1,1
14102,kimi_k2,1,1
14132,kimi_k2,1,1
14147,kimi_k2,1,1
14285,kimi_k2,1,1
14306,kimi_k2,1,1
14447,kimi_k2,1,1
14561,kimi_k2,1,0
14881,kimi_k2,1,0
15174,kimi_k2,1,0
15197,kimi_k2,1,0
15202,kimi_k2,0,0
15225,kimi_k2,1,0
15330,kimi_k2,1,0
15424,kimi_k2,1,0
15465,kimi_k2,1,0
15539,kimi_k2,1,0
15662,kimi_k2,1,0
15900,kimi_k2,1,0
15996,kimi_k2,1,0
16466,kimi_k2,1,0
16505,kimi_k2,1,0
16524,kimi_k2,1,0
16603,kimi_k2,1,0
16627,kimi_k2,1,0
16650,kimi_k2,1,0
16693,kimi_k2,1,0
16723,kimi_k2,1,0
16810,kimi_k2,1,0
16894,kimi_k2,1,1
17040,kimi_k2,1,1
17049,kimi_k2,1,1
17055,kimi_k2,1,1
17221,kimi_k2,1,1
17304,kimi_k2,1,1
18341,kimi_k2,1,1
18443,kimi_k2,1,1
18504,kimi_k2,1,1
18618,kimi_k2,1,1
18708,kimi_k2,1,1
19160,kimi_k2,1,1
19199,kimi_k2,1,1
19386,kimi_k2,1,1
19395,kimi_k2,1,1
19499,kimi_k2,1,1
19538,kimi_k2,1,1
19551,kimi_k2,1,1
19699,kimi_k2,1,1
19838,kimi_k2,1,1
19934,kimi_k2,1,1
19964,kimi_k2,1,1
20073,kimi_k2,1,0
20160,kimi_k2,1,1
20210,kimi_k2,1,1
20250,kimi_k2,1,1
20262,kimi_k2,1,0
20384,kimi_k2,1,1
20401,kimi_k2,1,1
20444,kimi_k2,1,1
20724,kimi_k2,1,1
20882,kimi_k2,1,1
20919,kimi_k2,1,1
20985,kimi_k2,1,1
21018,kimi_k2,1,1
21027,kimi_k2,1,1
21496,kimi_k2,1,1
21510,kimi_k2,1,1
21601,kimi_k2,1,1
21618,kimi_k2,1,1
21659,kimi_k2,1,1
21693,kimi_k2,1,1
21729,kimi_k2,1,1
22187,kimi_k2,1,1
22236,kimi_k2,1,1
22418,kimi_k2,1,1
22645,kimi_k2,1,1
22805,kimi_k2,1,1
22837,kimi_k2,1,1
22912,kimi_k2,1,1
22971,kimi_k2,1,1
23084,kimi_k2,1,1
23252,kimi_k2,1,1
23266,kimi_k2,1,1
23322,kimi_k2,1,1
23341,kimi_k2,1,1
23394,kimi_k2,1,1
23419,kimi_k2,1,1
23557,kimi_k2,1,1
23650,kimi_k2,1,1
23758,kimi_k2,1,1
23774,kimi_k2,1,1
23802,kimi_k2,1,1
23955,kimi_k2,1,1
24053,kimi_k2,1,1
24071,kimi_k2,1,1
24154,kimi_k2,1,1
24208,kimi_k2,1,1
24521,kimi_k2,1,1
24549,kimi_k2,1,1
24662,kimi_k2,1,1
24666,kimi_k2,1,1
24787,kimi_k2,1,1
25024,kimi_k2,1,1
25162,kimi_k2,1,1
25303,kimi_k2,1,1
25414,kimi_k2,1,1
25486,kimi_k2,1,1
25487,kimi_k2,1,1
25600,kimi_k2,1,1
25716,kimi_k2,1,1
25803,kimi_k2,1,1
25938,kimi_k2,1,1
25947,kimi_k2,1,1
26316,kimi_k2,1,1
26335,kimi_k2,1,1
26467,kimi_k2,1,1
26528,kimi_k2,1,1
26612,kimi_k2,1,1
26630,kimi_k2,1,1
26789,kimi_k2,1,1
26794,kimi_k2,1,1
26800,kimi_k2,1,1
26916,kimi_k2,1,1
27120,kimi_k2,1,1
27228,kimi_k2,1,1
27281,kimi_k2,1,1
27373,kimi_k2,1,1
27458,kimi_k2,1,1
27611,kimi_k2,1,1
27675,kimi_k2,1,1
27945,kimi_k2,1,1
27973,kimi_k2,1,1
28134,kimi_k2,1,1
28386,kimi_k2,1,1
28568,kimi_k2,1,1
28569,kimi_k2,1,1
28637,kimi_k2,1,1
28663,kimi_k2,1,1
28727,kimi_k2,1,0
28879,kimi_k2,1,1
28931,kimi_k2,1,1
29010,kimi_k2,1,1
29067,kimi_k2,1,1
29096,kimi_k2,1,1
29112,kimi_k2,1,1
29166,kimi_k2,1,1
29222,kimi_k2,1,1
29225,kimi_k2,1,1
29227,kimi_k2,1,1
29231,kimi_k2,1,1
29344,kimi_k2,1,1
29363,kimi_k2,1,1
29376,kimi_k2,1,1
29569,kimi_k2,1,1
29650,kimi_k2,1,1
29692,kimi_k2,1,1
29734,kimi_k2,1,1
29893,kimi_k2,1,1
29914,kimi_k2,1,1
29954,kimi_k2,1,1
30167,kimi_k2,1,1
30189,kimi_k2,1,1
30414,kimi_k2,1,1
30467,kimi_k2,1,1
30591,kimi_k2,1,1
30610,kimi_k2,1,1
30621,kimi_k2,1,1
30641,kimi_k2,1,1
30744,kimi_k2,1,1
30753,kimi_k2,1,1
30786,kimi_k2,1,1
30828,kimi_k2,1,1
30947,kimi_k2,1,1
31044,kimi_k2,1,1
31074,kimi_k2,1,1
31144,kimi_k2,1,1
31266,kimi_k2,1,1
31303,kimi_k2,1,1
31388,kimi_k2,1,1
31446,kimi_k2,1,1
31542,kimi_k2,1,1
31663,kimi_k2,1,1
31803,kimi_k2,1,1
32071,kimi_k2,1,1
32179,kimi_k2,1,1
32252,kimi_k2,1,1
32339,kimi_k2,1,1
32401,kimi_k2,1,1
32562,kimi_k2,1,1
32779,kimi_k2,1,1
33272,kimi_k2,1,1
33346,kimi_k2,1,1
33439,kimi_k2,1,1
33576,kimi_k2,1,1
33630,kimi_k2,1,1
33652,kimi_k2,1,1
33667,kimi_k2,1,1
33754,kimi_k2,1,1
33762,kimi_k2,1,1
33770,kimi_k2,1,1
33995,kimi_k2,1,1
34081,kimi_k2,1,1
34196,kimi_k2,1,1
34237,kimi_k2,1,1
34244,kimi_k2,1,1
34395,kimi_k2,1,1
34408,kimi_k2,1,1
34440,kimi_k2,1,1
34549,kimi_k2,1,1
34566,kimi_k2,1,1
34647,kimi_k2,1,1
34666,kimi_k2,1,1
34668,kimi_k2,1,1
34677,kimi_k2,1,1
34876,kimi_k2,1,1
34999,kimi_k2,1,1
35070,kimi_k2,1,1
35092,kimi_k2,1,1
35208,kimi_k2,1,1
35423,kimi_k2,1,1
255,deepseek_V3.2_reasoning,1,1
296,deepseek_V3.2_reasoning,1,1
328,deepseek_V3.2_reasoning,1,1
476,deepseek_V3.2_reasoning,1,1
513,deepseek_V3.2_reasoning,1,1
688,deepseek_V3.2_reasoning,1,1
763,deepseek_V3.2_reasoning,1,1
972,deepseek_V3.2_reasoning,1,1
1042,deepseek_V3.2_reasoning,1,1
1479,deepseek_V3.2_reasoning,1,1
1633,deepseek_V3.2_reasoning,1,1
1658,deepseek_V3.2_reasoning,1,1
1721,deepseek_V3.2_reasoning,1,1
1814,deepseek_V3.2_reasoning,1,1
2003,deepseek_V3.2_reasoning,1,1
2020,deepseek_V3.2_reasoning,1,1
2178,deepseek_V3.2_reasoning,1,1
2368,deepseek_V3.2_reasoning,1,1
2740,deepseek_V3.2_reasoning,1,1
2860,deepseek_V3.2_reasoning,1,1
2891,deepseek_V3.2_reasoning,1,1
2956,deepseek_V3.2_reasoning,1,1
3054,deepseek_V3.2_reasoning,1,1
3157,deepseek_V3.2_reasoning,1,1
3321,deepseek_V3.2_reasoning,1,1
3433,deepseek_V3.2_reasoning,1,1
3557,deepseek_V3.2_reasoning,1,1
3597,deepseek_V3.2_reasoning,1,1
3864,deepseek_V3.2_reasoning,1,1
3930,deepseek_V3.2_reasoning,1,1
3935,deepseek_V3.2_reasoning,1,1
8439,deepseek_V3.2_reasoning,1,1
8485,deepseek_V3.2_reasoning,1,1
8674,deepseek_V3.2_reasoning,1,1
8778,deepseek_V3.2_reasoning,1,1
8817,deepseek_V3.2_reasoning,1,1
8932,deepseek_V3.2_reasoning,1,1
8951,deepseek_V3.2_reasoning,1,1
9066,deepseek_V3.2_reasoning,1,1
9085,deepseek_V3.2_reasoning,1,1
9091,deepseek_V3.2_reasoning,1,1
9357,deepseek_V3.2_reasoning,1,1
9558,deepseek_V3.2_reasoning,1,1
9569,deepseek_V3.2_reasoning,1,1
9708,deepseek_V3.2_reasoning,1,1
9822,deepseek_V3.2_reasoning,1,1
9918,deepseek_V3.2_reasoning,1,1
9938,deepseek_V3.2_reasoning,1,1
10008,deepseek_V3.2_reasoning,1,1
10086,deepseek_V3.2_reasoning,1,1
10120,deepseek_V3.2_reasoning,1,1
10363,deepseek_V3.2_reasoning,1,1
10642,deepseek_V3.2_reasoning,1,1
10787,deepseek_V3.2_reasoning,1,1
11278,deepseek_V3.2_reasoning,1,1
11328,deepseek_V3.2_reasoning,0,1
11422,deepseek_V3.2_reasoning,1,1
11529,deepseek_V3.2_reasoning,0,1
11584,deepseek_V3.2_reasoning,1,1
11861,deepseek_V3.2_reasoning,1,1
11880,deepseek_V3.2_reasoning,1,1
11885,deepseek_V3.2_reasoning,1,1
11945,deepseek_V3.2_reasoning,0,1
12130,deepseek_V3.2_reasoning,1,1
12134,deepseek_V3.2_reasoning,1,1
12368,deepseek_V3.2_reasoning,1,1
12505,deepseek_V3.2_reasoning,1,1
12621,deepseek_V3.2_reasoning,1,1
12631,deepseek_V3.2_reasoning,1,1
12739,deepseek_V3.2_reasoning,1,1
12789,deepseek_V3.2_reasoning,1,1
12915,deepseek_V3.2_reasoning,1,1
13144,deepseek_V3.2_reasoning,1,1
13216,deepseek_V3.2_reasoning,1,1
13219,deepseek_V3.2_reasoning,1,1
13356,deepseek_V3.2_reasoning,1,1
13403,deepseek_V3.2_reasoning,1,1
13683,deepseek_V3.2_reasoning,1,1
13927,deepseek_V3.2_reasoning,1,1
13953,deepseek_V3.2_reasoning,1,1
13968,deepseek_V3.2_reasoning,1,1
14102,deepseek_V3.2_reasoning,1,1
14132,deepseek_V3.2_reasoning,1,1
14147,deepseek_V3.2_reasoning,1,1
14285,deepseek_V3.2_reasoning,1,1
14306,deepseek_V3.2_reasoning,1,1
14447,deepseek_V3.2_reasoning,1,1
14561,deepseek_V3.2_reasoning,1,0
14881,deepseek_V3.2_reasoning,1,0
15174,deepseek_V3.2_reasoning,1,0
15197,deepseek_V3.2_reasoning,1,0
15202,deepseek_V3.2_reasoning,0,0
15225,deepseek_V3.2_reasoning,1,0
15330,deepseek_V3.2_reasoning,1,0
15424,deepseek_V3.2_reasoning,1,0
15465,deepseek_V3.2_reasoning,1,0
15539,deepseek_V3.2_reasoning,1,0
15662,deepseek_V3.2_reasoning,1,0
15900,deepseek_V3.2_reasoning,1,0
15996,deepseek_V3.2_reasoning,1,0
16466,deepseek_V3.2_reasoning,1,0
16505,deepseek_V3.2_reasoning,1,0
16524,deepseek_V3.2_reasoning,1,0
16603,deepseek_V3.2_reasoning,1,0
16627,deepseek_V3.2_reasoning,1,0
16650,deepseek_V3.2_reasoning,0,0
16693,deepseek_V3.2_reasoning,1,0
16723,deepseek_V3.2_reasoning,1,0
16810,deepseek_V3.2_reasoning,1,0
16894,deepseek_V3.2_reasoning,1,1
17040,deepseek_V3.2_reasoning,1,1
17049,deepseek_V3.2_reasoning,1,1
17055,deepseek_V3.2_reasoning,1,1
17221,deepseek_V3.2_reasoning,1,1
17304,deepseek_V3.2_reasoning,1,1
18341,deepseek_V3.2_reasoning,1,1
18443,deepseek_V3.2_reasoning,1,1
18504,deepseek_V3.2_reasoning,1,1
18618,deepseek_V3.2_reasoning,1,1
18708,deepseek_V3.2_reasoning,1,1
19160,deepseek_V3.2_reasoning,1,1
19199,deepseek_V3.2_reasoning,1,1
19386,deepseek_V3.2_reasoning,1,1
19395,deepseek_V3.2_reasoning,1,1
19499,deepseek_V3.2_reasoning,1,1
19538,deepseek_V3.2_reasoning,1,1
19551,deepseek_V3.2_reasoning,1,1
19699,deepseek_V3.2_reasoning,1,1
19838,deepseek_V3.2_reasoning,1,1
19934,deepseek_V3.2_reasoning,1,1
19964,deepseek_V3.2_reasoning,1,1
20073,deepseek_V3.2_reasoning,1,1
20160,deepseek_V3.2_reasoning,1,1
20210,deepseek_V3.2_reasoning,1,1
20250,deepseek_V3.2_reasoning,1,1
20262,deepseek_V3.2_reasoning,1,1
20384,deepseek_V3.2_reasoning,1,1
20401,deepseek_V3.2_reasoning,1,1
20444,deepseek_V3.2_reasoning,1,1
20724,deepseek_V3.2_reasoning,1,1
20882,deepseek_V3.2_reasoning,1,1
20919,deepseek_V3.2_reasoning,1,1
20985,deepseek_V3.2_reasoning,1,1
21018,deepseek_V3.2_reasoning,1,1
21027,deepseek_V3.2_reasoning,1,1
21496,deepseek_V3.2_reasoning,1,1
21510,deepseek_V3.2_reasoning,1,1
21601,deepseek_V3.2_reasoning,1,1
21618,deepseek_V3.2_reasoning,1,1
21659,deepseek_V3.2_reasoning,1,1
21693,deepseek_V3.2_reasoning,1,1
21729,deepseek_V3.2_reasoning,1,1
22187,deepseek_V3.2_reasoning,1,1
22236,deepseek_V3.2_reasoning,1,1
22418,deepseek_V3.2_reasoning,1,1
22645,deepseek_V3.2_reasoning,1,1
22805,deepseek_V3.2_reasoning,1,1
22837,deepseek_V3.2_reasoning,1,1
22912,deepseek_V3.2_reasoning,1,1
22971,deepseek_V3.2_reasoning,1,1
23084,deepseek_V3.2_reasoning,1,1
23252,deepseek_V3.2_reasoning,1,1
23266,deepseek_V3.2_reasoning,1,1
23322,deepseek_V3.2_reasoning,1,1
23341,deepseek_V3.2_reasoning,1,1
23394,deepseek_V3.2_reasoning,1,1
23419,deepseek_V3.2_reasoning,1,1
23557,deepseek_V3.2_reasoning,1,1
23650,deepseek_V3.2_reasoning,1,1
23758,deepseek_V3.2_reasoning,1,1
23774,deepseek_V3.2_reasoning,1,1
23802,deepseek_V3.2_reasoning,1,1
23955,deepseek_V3.2_reasoning,1,1
24053,deepseek_V3.2_reasoning,1,1
24071,deepseek_V3.2_reasoning,1,1
24154,deepseek_V3.2_reasoning,1,1
24208,deepseek_V3.2_reasoning,1,1
24521,deepseek_V3.2_reasoning,1,1
24549,deepseek_V3.2_reasoning,1,1
24662,deepseek_V3.2_reasoning,1,1
24666,deepseek_V3.2_reasoning,1,1
24787,deepseek_V3.2_reasoning,1,1
25024,deepseek_V3.2_reasoning,1,1
25162,deepseek_V3.2_reasoning,1,1
25303,deepseek_V3.2_reasoning,1,1
25414,deepseek_V3.2_reasoning,1,1
25486,deepseek_V3.2_reasoning,1,1
25487,deepseek_V3.2_reasoning,1,1
25600,deepseek_V3.2_reasoning,1,1
25716,deepseek_V3.2_reasoning,1,1
25803,deepseek_V3.2_reasoning,1,1
25938,deepseek_V3.2_reasoning,1,1
25947,deepseek_V3.2_reasoning,1,1
26316,deepseek_V3.2_reasoning,1,1
26335,deepseek_V3.2_reasoning,1,1
26467,deepseek_V3.2_reasoning,1,1
26528,deepseek_V3.2_reasoning,1,1
26612,deepseek_V3.2_reasoning,1,0
26630,deepseek_V3.2_reasoning,1,0
26789,deepseek_V3.2_reasoning,1,1
26794,deepseek_V3.2_reasoning,1,0
26800,deepseek_V3.2_reasoning,1,0
26916,deepseek_V3.2_reasoning,1,0
27120,deepseek_V3.2_reasoning,1,0
27228,deepseek_V3.2_reasoning,1,0
27281,deepseek_V3.2_reasoning,1,0
27373,deepseek_V3.2_reasoning,1,1
27458,deepseek_V3.2_reasoning,1,0
27611,deepseek_V3.2_reasoning,1,0
27675,deepseek_V3.2_reasoning,1,1
27945,deepseek_V3.2_reasoning,1,1
27973,deepseek_V3.2_reasoning,1,1
28134,deepseek_V3.2_reasoning,1,1
28386,deepseek_V3.2_reasoning,1,1
28568,deepseek_V3.2_reasoning,1,1
28569,deepseek_V3.2_reasoning,1,1
28637,deepseek_V3.2_reasoning,1,1
28663,deepseek_V3.2_reasoning,1,1
28727,deepseek_V3.2_reasoning,1,1
28879,deepseek_V3.2_reasoning,1,1
28931,deepseek_V3.2_reasoning,1,1
29010,deepseek_V3.2_reasoning,1,1
29067,deepseek_V3.2_reasoning,1,1
29096,deepseek_V3.2_reasoning,1,1
29112,deepseek_V3.2_reasoning,1,1
29166,deepseek_V3.2_reasoning,1,1
29222,deepseek_V3.2_reasoning,1,1
29225,deepseek_V3.2_reasoning,1,1
29227,deepseek_V3.2_reasoning,1,1
29231,deepseek_V3.2_reasoning,1,1
29344,deepseek_V3.2_reasoning,1,1
29363,deepseek_V3.2_reasoning,1,1
29376,deepseek_V3.2_reasoning,1,1
29569,deepseek_V3.2_reasoning,1,1
29650,deepseek_V3.2_reasoning,1,1
29692,deepseek_V3.2_reasoning,1,1
29734,deepseek_V3.2_reasoning,1,1
29893,deepseek_V3.2_reasoning,1,1
29914,deepseek_V3.2_reasoning,1,1
29954,deepseek_V3.2_reasoning,1,1
30167,deepseek_V3.2_reasoning,1,1
30189,deepseek_V3.2_reasoning,1,1
30414,deepseek_V3.2_reasoning,1,1
30467,deepseek_V3.2_reasoning,1,1
30591,deepseek_V3.2_reasoning,1,1
30610,deepseek_V3.2_reasoning,1,1
30621,deepseek_V3.2_reasoning,1,1
30641,deepseek_V3.2_reasoning,1,1
30744,deepseek_V3.2_reasoning,1,1
30753,deepseek_V3.2_reasoning,1,1
30786,deepseek_V3.2_reasoning,1,1
30828,deepseek_V3.2_reasoning,1,1
30947,deepseek_V3.2_reasoning,1,1
31044,deepseek_V3.2_reasoning,1,1
31074,deepseek_V3.2_reasoning,1,1
31144,deepseek_V3.2_reasoning,1,1
31266,deepseek_V3.2_reasoning,1,1
31303,deepseek_V3.2_reasoning,1,1
31388,deepseek_V3.2_reasoning,1,1
31446,deepseek_V3.2_reasoning,1,1
31542,deepseek_V3.2_reasoning,1,1
31663,deepseek_V3.2_reasoning,1,1
31803,deepseek_V3.2_reasoning,1,1
32071,deepseek_V3.2_reasoning,1,1
32179,deepseek_V3.2_reasoning,1,1
32252,deepseek_V3.2_reasoning,1,1
32339,deepseek_V3.2_reasoning,1,1
32401,deepseek_V3.2_reasoning,1,1
32562,deepseek_V3.2_reasoning,1,1
32779,deepseek_V3.2_reasoning,1,1
33272,deepseek_V3.2_reasoning,1,1
33346,deepseek_V3.2_reasoning,1,1
33439,deepseek_V3.2_reasoning,1,1
33576,deepseek_V3.2_reasoning,1,1
33630,deepseek_V3.2_reasoning,1,1
33652,deepseek_V3.2_reasoning,1,1
33667,deepseek_V3.2_reasoning,1,1
33754,deepseek_V3.2_reasoning,1,1
33762,deepseek_V3.2_reasoning,1,1
33770,deepseek_V3.2_reasoning,1,1
33995,deepseek_V3.2_reasoning,1,1
34081,deepseek_V3.2_reasoning,1,1
34196,deepseek_V3.2_reasoning,1,1
34237,deepseek_V3.2_reasoning,1,1
34244,deepseek_V3.2_reasoning,1,1
34395,deepseek_V3.2_reasoning,1,1
34408,deepseek_V3.2_reasoning,1,1
34440,deepseek_V3.2_reasoning,1,1
34549,deepseek_V3.2_reasoning,1,1
34566,deepseek_V3.2_reasoning,1,1
34647,deepseek_V3.2_reasoning,1,1
34666,deepseek_V3.2_reasoning,1,1
34668,deepseek_V3.2_reasoning,1,1
34677,deepseek_V3.2_reasoning,1,1
34876,deepseek_V3.2_reasoning,1,1
34999,deepseek_V3.2_reasoning,1,1
35070,deepseek_V3.2_reasoning,1,1
35092,deepseek_V3.2_reasoning,1,1
35208,deepseek_V3.2_reasoning,1,1
35423,deepseek_V3.2_reasoning,1,1
255,deepseek_V3.2_chat,1,1
296,deepseek_V3.2_chat,1,1
328,deepseek_V3.2_chat,1,1
476,deepseek_V3.2_chat,1,1
513,deepseek_V3.2_chat,1,1
688,deepseek_V3.2_chat,1,1
763,deepseek_V3.2_chat,1,1
972,deepseek_V3.2_chat,1,1
1042,deepseek_V3.2_chat,1,0
1479,deepseek_V3.2_chat,1,1
1633,deepseek_V3.2_chat,1,1
1658,deepseek_V3.2_chat,1,1
1721,deepseek_V3.2_chat,1,1
1814,deepseek_V3.2_chat,1,1
2003,deepseek_V3.2_chat,1,1
2020,deepseek_V3.2_chat,1,1
2178,deepseek_V3.2_chat,1,1
2368,deepseek_V3.2_chat,1,1
2740,deepseek_V3.2_chat,1,1
2860,deepseek_V3.2_chat,1,1
2891,deepseek_V3.2_chat,1,1
2956,deepseek_V3.2_chat,1,1
3054,deepseek_V3.2_chat,1,1
3157,deepseek_V3.2_chat,1,1
3321,deepseek_V3.2_chat,1,1
3433,deepseek_V3.2_chat,1,1
3557,deepseek_V3.2_chat,1,1
3597,deepseek_V3.2_chat,1,1
3864,deepseek_V3.2_chat,1,1
3930,deepseek_V3.2_chat,1,1
3935,deepseek_V3.2_chat,1,1
8439,deepseek_V3.2_chat,1,1
8485,deepseek_V3.2_chat,1,1
8674,deepseek_V3.2_chat,1,1
8778,deepseek_V3.2_chat,1,1
8817,deepseek_V3.2_chat,1,1
8932,deepseek_V3.2_chat,1,1
8951,deepseek_V3.2_chat,1,1
9066,deepseek_V3.2_chat,1,1
9085,deepseek_V3.2_chat,1,1
9091,deepseek_V3.2_chat,1,1
9357,deepseek_V3.2_chat,1,1
9558,deepseek_V3.2_chat,1,1
9569,deepseek_V3.2_chat,1,1
9708,deepseek_V3.2_chat,1,1
9822,deepseek_V3.2_chat,1,1
9918,deepseek_V3.2_chat,1,1
9938,deepseek_V3.2_chat,1,1
10008,deepseek_V3.2_chat,1,1
10086,deepseek_V3.2_chat,1,1
10120,deepseek_V3.2_chat,1,1
10363,deepseek_V3.2_chat,1,1
10642,deepseek_V3.2_chat,1,1
10787,deepseek_V3.2_chat,1,1
11278,deepseek_V3.2_chat,1,1
11328,deepseek_V3.2_chat,0,1
11422,deepseek_V3.2_chat,1,1
11529,deepseek_V3.2_chat,0,1
11584,deepseek_V3.2_chat,1,1
11861,deepseek_V3.2_chat,1,1
11880,deepseek_V3.2_chat,1,1
11885,deepseek_V3.2_chat,1,1
11945,deepseek_V3.2_chat,0,1
12130,deepseek_V3.2_chat,1,1
12134,deepseek_V3.2_chat,1,1
12368,deepseek_V3.2_chat,1,1
12505,deepseek_V3.2_chat,1,1
12621,deepseek_V3.2_chat,1,1
12631,deepseek_V3.2_chat,1,1
12739,deepseek_V3.2_chat,1,1
12789,deepseek_V3.2_chat,1,1
12915,deepseek_V3.2_chat,1,1
13144,deepseek_V3.2_chat,1,1
13216,deepseek_V3.2_chat,1,1
13219,deepseek_V3.2_chat,1,1
13356,deepseek_V3.2_chat,1,1
13403,deepseek_V3.2_chat,1,1
13683,deepseek_V3.2_chat,1,1
13927,deepseek_V3.2_chat,1,1
13953,deepseek_V3.2_chat,1,1
13968,deepseek_V3.2_chat,1,1
14102,deepseek_V3.2_chat,1,1
14132,deepseek_V3.2_chat,1,1
14147,deepseek_V3.2_chat,1,1
14285,deepseek_V3.2_chat,1,1
14306,deepseek_V3.2_chat,1,1
14447,deepseek_V3.2_chat,1,1
14561,deepseek_V3.2_chat,1,0
14881,deepseek_V3.2_chat,1,0
15174,deepseek_V3.2_chat,1,0
15197,deepseek_V3.2_chat,1,0
15202,deepseek_V3.2_chat,0,0
15225,deepseek_V3.2_chat,1,0
15330,deepseek_V3.2_chat,1,0
15424,deepseek_V3.2_chat,1,0
15465,deepseek_V3.2_chat,1,0
15539,deepseek_V3.2_chat,1,0
15662,deepseek_V3.2_chat,1,0
15900,deepseek_V3.2_chat,1,0
15996,deepseek_V3.2_chat,1,0
16466,deepseek_V3.2_chat,1,0
16505,deepseek_V3.2_chat,1,0
16524,deepseek_V3.2_chat,1,0
16603,deepseek_V3.2_chat,1,0
16627,deepseek_V3.2_chat,1,0
16650,deepseek_V3.2_chat,1,0
16693,deepseek_V3.2_chat,1,0
16723,deepseek_V3.2_chat,1,0
16810,deepseek_V3.2_chat,1,0
16894,deepseek_V3.2_chat,1,1
17040,deepseek_V3.2_chat,1,1
17049,deepseek_V3.2_chat,1,1
17055,deepseek_V3.2_chat,1,1
17221,deepseek_V3.2_chat,1,1
17304,deepseek_V3.2_chat,1,1
18341,deepseek_V3.2_chat,1,1
18443,deepseek_V3.2_chat,1,1
18504,deepseek_V3.2_chat,1,1
18618,deepseek_V3.2_chat,1,1
